NC_025347.1,NC_025407.1,64.953,3307,781,234,9487,12586,10878,14013,1.31e-153,544
NC_025347.1,NC_025374.1,64.749,3302,766,254,9507,12608,9367,12470,1.57e-141,503
NC_025347.1,NC_025361.1,63.768,3381,741,278,9488,12590,10846,14020,6.29e-117,422
NC_025347.1,NC_003043.1,63.670,3292,766,253,9511,12590,10373,13446,7.09e-109,395
NC_025347.1,NC_025410.1,66.240,1093,210,94,10012,11013,10595,11619,1.45e-60,234
NC_025348.1,NC_025403.1,66.490,11158,2495,741,4974,15432,5012,15624,0.0,2516
NC_025348.1,NC_025404.1,67.265,6791,1563,401,8509,14958,8565,15036,0.0,1730
NC_025348.1,NC_025343.1,66.628,6865,1617,410,8535,15061,8575,15103,0.0,1584
NC_025348.1,NC_025410.1,66.080,6928,1618,474,8555,15107,8993,15563,0.0,1408
NC_025348.1,NC_007620.1,66.797,5388,1238,338,9132,14243,9216,14328,0.0,1270
NC_025350.1,NC_025343.1,69.629,7178,1634,336,8330,15234,8576,15480,0.0,2476
NC_025350.1,NC_025403.1,66.981,6048,1431,338,8326,14091,8712,14475,0.0,1489
NC_025350.1,NC_025404.1,67.040,5443,1232,341,8981,14142,9263,14424,0.0,1337
NC_025350.1,NC_025410.1,67.274,5320,1211,358,9035,14086,9689,14746,0.0,1302
NC_025350.1,NC_007620.1,68.137,4014,859,254,9427,13230,9721,13524,0.0,1150
NC_025351.1,NC_002728.1,66.610,4127,958,260,13479,17395,13557,17473,0.0,941
NC_025351.1,NC_001906.3,65.705,4161,1024,283,13443,17397,13500,17463,0.0,763
NC_025351.1,NC_025352.1,65.731,2921,683,198,13458,16219,13586,16347,3.00e-160,566
NC_025351.1,NC_025256.1,64.333,4043,983,298,13450,17261,13800,17614,8.93e-156,551
NC_025351.1,NC_005339.1,65.475,2630,638,186,13456,15950,11911,14405,6.17e-129,462
NC_025373.1,NC_005036.1,62.803,1734,361,163,9556,11129,9230,10839,1.70e-35,152
NC_025373.1,NC_025407.1,64.436,1001,216,84,9578,10508,10723,11653,3.74e-34,146
NC_025373.1,NC_025390.1,62.977,1337,303,116,9735,10956,9710,10969,4.21e-26,120
NC_025373.1,NC_007620.1,68.622,392,80,29,10567,10934,10629,11001,3.30e-25,117
NC_025373.1,NC_025374.1,62.593,1342,286,118,9755,10949,9369,10641,3.30e-25,117
NC_025385.1,NC_009528.2,78.318,12047,2351,163,1,11903,1,11930,0.0,8154
NC_025385.1,NC_025251.1,77.821,12034,2404,179,1,11903,1,11900,0.0,7900
NC_025385.1,NC_020808.1,77.134,12066,2448,200,1,11903,1,11918,0.0,7616
NC_025385.1,NC_009527.1,74.324,12171,2652,301,1,11903,1,11966,0.0,6383
NC_025385.1,JQ685967.1,73.419,12193,2681,343,1,11903,1,11923,0.0,5987
NC_025673.1,NC_025672.1,66.423,1093,263,64,7219,8259,7615,8655,5.91e-64,245
